#organism	nchr	16Scopy	nprot	nprot_w_function	lineage
Synechococcus_CC9311_uid58123	1	2	2892	1254	k:Bacteria;p:Cyanobacteria;c:undef;o:Chroococcales;f:undef;g:Synechococcus;s:undef
Neisseria_meningitidis_Z2491_uid57819	1	4	1909	1215	k:Bacteria;p:Proteobacteria;c:Betaproteobacteria;o:Neisseriales;f:Neisseriaceae;g:Neisseria;s:Neisseriameningitidis
Myxococcus_stipitatus_DSM_14675_uid186549	1	3	8043	2158	k:Bacteria;p:Proteobacteria;c:Deltaproteobacteria;o:Myxococcales;f:Myxococcaceae;g:Myxococcus;s:Myxococcusstipitatus
Candidatus_Protochlamydia_amoebophila_UWE25_uid58079	1	3	2031	799	k:Bacteria;p:Chlamydiae;c:Chlamydiia;o:Chlamydiales;f:Parachlamydiaceae;g:Protochlamydia;s:Protochlamydiaamoebophila
Pyrobaculum_oguniense_TE7_uid84411	2	2	2835	979	k:Archaea;p:Crenarchaeota;c:Thermoprotei;o:Thermoproteales;f:Thermoproteaceae;g:Pyrobaculum;s:Pyrobaculumoguniense
Bacillus_anthracis_H9401_uid162021	1	10	5479	2233	k:Bacteria;p:Firmicutes;c:Bacilli;o:Bacillales;f:Bacillaceae;g:Bacillus;s:Bacillusanthracis
Pyrococcus_ST04_uid167261	1	1	1748	953	k:Archaea;p:Euryarchaeota;c:Thermococci;o:Thermococcales;f:Thermococcaceae;g:Pyrococcus;s:undef
Eggerthella_lenta_DSM_2243_uid59079	1	3	3070	1186	k:Bacteria;p:Actinobacteria;c:Coriobacteriia;o:Eggerthellales;f:Eggerthellaceae;g:Eggerthella;s:Eggerthellalenta
Xylanimonas_cellulosilytica_DSM_15894_uid41935	1	3	3337	1484	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Micrococcales;f:Promicromonosporaceae;g:Xylanimonas;s:Xylanimonascellulosilytica
Vibrio_splendidus_LGP32_uid59353	2	8	4432	2393	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Vibrionales;f:Vibrionaceae;g:Vibrio;s:Vibriotasmaniensis
Hahella_chejuensis_KCTC_2396_uid58483	1	5	6773	2467	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Oceanospirillales;f:Hahellaceae;g:Hahella;s:Hahellachejuensis
Thermomonospora_curvata_DSM_43183_uid41885	1	4	4890	1705	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Streptosporangiales;f:Thermomonosporaceae;g:Thermomonospora;s:Thermomonosporacurvata
Bacillus_megaterium_DSM319_uid48371	1	11	5100	2347	k:Bacteria;p:Firmicutes;c:Bacilli;o:Bacillales;f:Bacillaceae;g:Bacillus;s:Bacillusmegaterium
Wolbachia_endosymbiont_of_Drosophila_simulans_wNo_uid198767	1	1	1040	577	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rickettsiales;f:Anaplasmataceae;g:Wolbachia;s:Wolbachiaendosymbiont
Desulfosporosinus_meridiei_DSM_13257_uid75097	1	11	4352	1821	k:Bacteria;p:Firmicutes;c:Clostridia;o:Clostridiales;f:Peptococcaceae;g:Desulfosporosinus;s:Desulfosporosinusmeridiei
Mycoplasma_gallisepticum_NC95_13295_2_2P_uid172625	1	2	754	384	k:Bacteria;p:Tenericutes;c:Mollicutes;o:Mycoplasmatales;f:Mycoplasmataceae;g:Mycoplasma;s:Mycoplasmagallisepticum
Cyanothece_PCC_8801_uid59027	1	2	4260	1652	k:Bacteria;p:Cyanobacteria;c:undef;o:Chroococcales;f:undef;g:Cyanothece;s:undef
Chlamydophila_psittaci_NJ1_uid175579	1	1	1044	542	k:Bacteria;p:Chlamydiae;c:Chlamydiia;o:Chlamydiales;f:Chlamydiaceae;g:Chlamydia;s:Chlamydiapsittaci
Alistipes_shahii_WAL_8301_uid197175	1	1	2563	834	k:Bacteria;p:Bacteroidetes;c:Bacteroidia;o:Bacteroidales;f:Rikenellaceae;g:Alistipes;s:Alistipesshahii
Lactobacillus_plantarum_JDM1_uid59361	1	5	2947	1507	k:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Lactobacillaceae;g:Lactobacillus;s:Lactobacillusplantarum
Helicobacter_pylori_2017_uid161151	1	1	1593	901	k:Bacteria;p:Proteobacteria;c:Epsilonproteobacteria;o:Campylobacterales;f:Helicobacteraceae;g:Helicobacter;s:Helicobacterpylori
Thermofilum_pendens_Hrk_5_uid58563	1	1	1826	931	k:Archaea;p:Crenarchaeota;c:Thermoprotei;o:Thermoproteales;f:Thermofilaceae;g:Thermofilum;s:Thermofilumpendens
Actinobacillus_pleuropneumoniae_serovar_3_JL03_uid58891	1	6	2036	1517	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Pasteurellales;f:Pasteurellaceae;g:Actinobacillus;s:Actinobacilluspleuropneumoniae
Methylibium_petroleiphilum_PM1_uid58085	1	1	3819	2013	k:Bacteria;p:Proteobacteria;c:Betaproteobacteria;o:Burkholderiales;f:undef;g:Methylibium;s:Methylibiumpetroleiphilum
Streptococcus_thermophilus_CNRZ1066_uid58221	1	6	1914	920	k:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Streptococcaceae;g:Streptococcus;s:Streptococcusthermophilus
Prochlorococcus_marinus_CCMP1375_uid57995	1	1	1863	986	k:Bacteria;p:Cyanobacteria;c:undef;o:Prochlorales;f:Prochlorococcaceae;g:Prochlorococcus;s:Prochlorococcusmarinus
Flexibacter_litoralis_DSM_6794_uid168257	1	3	3878	1121	k:Bacteria;p:Bacteroidetes;c:Cytophagia;o:Cytophagales;f:Cytophagaceae;g:Flexibacter;s:Flexibacterlitoralis
Staphylococcus_lugdunensis_HKU09_01_uid46233	1	6	2489	1407	k:Bacteria;p:Firmicutes;c:Bacilli;o:Bacillales;f:Staphylococcaceae;g:Staphylococcus;s:Staphylococcuslugdunensis
Megasphaera_elsdenii_DSM_20460_uid71135	1	7	2219	1189	k:Bacteria;p:Firmicutes;c:Negativicutes;o:Selenomonadales;f:Veillonellaceae;g:Megasphaera;s:Megasphaeraelsdenii
Pyrococcus_abyssi_GE5_uid62903	1	1	1778	1041	k:Archaea;p:Euryarchaeota;c:Thermococci;o:Thermococcales;f:Thermococcaceae;g:Pyrococcus;s:Pyrococcusabyssi
Cyanobacterium_PCC_10605_uid183340	1	3	3358	1427	k:Bacteria;p:Cyanobacteria;c:undef;o:Chroococcales;f:undef;g:Cyanobacterium;s:Cyanobacteriumaponinum
Exiguobacterium_AT1b_uid59093	1	9	3020	1536	k:Bacteria;p:Firmicutes;c:Bacilli;o:Bacillales;f:undef;g:Exiguobacterium;s:undef
Methylotenera_301_uid49469	1	3	2764	1572	k:Bacteria;p:Proteobacteria;c:Betaproteobacteria;o:Methylophilales;f:Methylophilaceae;g:Methylotenera;s:Methyloteneraversatilis
Brachyspira_murdochii_DSM_12563_uid48819	1	1	2809	1169	k:Bacteria;p:Spirochaetes;c:Spirochaetia;o:Brachyspirales;f:Brachyspiraceae;g:Brachyspira;s:Brachyspiramurdochii
Enterobacter_638_uid58727	1	7	4115	2706	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:Enterobacter;s:undef
Streptococcus_suis_SC070731_uid193769	1	4	1933	1088	k:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Streptococcaceae;g:Streptococcus;s:Streptococcussuis
Desulfohalobium_retbaense_DSM_5692_uid59183	1	2	2479	1321	k:Bacteria;p:Proteobacteria;c:Deltaproteobacteria;o:Desulfovibrionales;f:Desulfohalobiaceae;g:Desulfohalobium;s:Desulfohalobiumretbaense
Propionibacterium_acnes_266_uid162059	1	3	2345	1158	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Propionibacteriales;f:Propionibacteriaceae;g:Propionibacterium;s:Propionibacteriumacnes
Polaromonas_naphthalenivorans_CJ2_uid58273	1	2	4084	2111	k:Bacteria;p:Proteobacteria;c:Betaproteobacteria;o:Burkholderiales;f:Comamonadaceae;g:Polaromonas;s:Polaromonasnaphthalenivorans
Thermococcus_CL1_uid168259	1	1	2017	891	k:Archaea;p:Euryarchaeota;c:Thermococci;o:Thermococcales;f:Thermococcaceae;g:Thermococcus;s:Thermococcuscleftensis
Shewanella_baltica_OS185_uid58743	1	10	4323	2230	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Alteromonadales;f:Shewanellaceae;g:Shewanella;s:Shewanellabaltica
Hydrogenobacter_thermophilus_TK_6_uid159875	1	1	1869	1105	k:Bacteria;p:Aquificae;c:Aquificae;o:Aquificales;f:Aquificaceae;g:Hydrogenobacter;s:Hydrogenobacterthermophilus
Buchnera_aphidicola_LL01__Acyrthosiphon_pisum__uid158843	1	1	577	522	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:Buchnera;s:Buchneraaphidicola
Chlamydophila_psittaci_02DC15_uid159521	1	1	978	545	k:Bacteria;p:Chlamydiae;c:Chlamydiia;o:Chlamydiales;f:Chlamydiaceae;g:Chlamydia;s:Chlamydiapsittaci
Sulfuricurvum_kujiense_DSM_16994_uid60789	1	3	2538	1307	k:Bacteria;p:Proteobacteria;c:Epsilonproteobacteria;o:Campylobacterales;f:Helicobacteraceae;g:Sulfuricurvum;s:Sulfuricurvumkujiense
Methanohalobium_evestigatum_Z_7303_uid49857	1	2	2148	1029	k:Archaea;p:Euryarchaeota;c:Methanomicrobia;o:Methanosarcinales;f:Methanosarcinaceae;g:Methanohalobium;s:Methanohalobiumevestigatum
Calothrix_PCC_7507_uid182930	1	3	5950	1805	k:Bacteria;p:Cyanobacteria;c:undef;o:Nostocales;f:Rivulariaceae;g:Calothrix;s:undef
Propionibacterium_acnes_HL096PA1_uid198524	1	3	2175	1138	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Propionibacteriales;f:Propionibacteriaceae;g:Propionibacterium;s:Propionibacteriumacnes
Anaerococcus_prevotii_DSM_20548_uid59219	1	4	1702	960	k:Bacteria;p:Firmicutes;c:Clostridia;o:Clostridiales;f:Peptoniphilaceae;g:Anaerococcus;s:Anaerococcusprevotii
Streptomyces_griseus_NBRC_13350_uid58983	1	6	7136	2397	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Streptomycetales;f:Streptomycetaceae;g:Streptomyces;s:Streptomycesgriseus
Burkholderia_pseudomallei_MSHR346_uid55259	1	3	4202	1958	k:Bacteria;p:Proteobacteria;c:Betaproteobacteria;o:Burkholderiales;f:Burkholderiaceae;g:Burkholderia;s:Burkholderiapseudomallei
uncultured_Sulfuricurvum_RIFRC_1_uid193658	1	4	2358	1193	k:Bacteria;p:Proteobacteria;c:Epsilonproteobacteria;o:Campylobacterales;f:Helicobacteraceae;g:Sulfuricurvum;s:undef
Treponema_pallidum_pertenue_Gauthier_uid87067	1	2	1064	556	k:Bacteria;p:Spirochaetes;c:Spirochaetia;o:Spirochaetales;f:Spirochaetaceae;g:Treponema;s:Treponemapallidum
Buchnera_aphidicola_JF99__Acyrthosiphon_pisum__uid158847	1	1	590	533	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:Buchnera;s:Buchneraaphidicola
Microcoleus_PCC_7113_uid183114	1	3	6027	1756	k:Bacteria;p:Cyanobacteria;c:undef;o:Oscillatoriales;f:undef;g:Microcoleus;s:undef
Mycobacterium_indicus_pranii_MTCC_9506_uid175523	1	1	5254	1648	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Corynebacteriales;f:Mycobacteriaceae;g:Mycobacterium;s:Mycobacteriumindicus
Mycoplasma_gallisepticum_CA06_2006_052_5_2P_uid172630	1	2	763	384	k:Bacteria;p:Tenericutes;c:Mollicutes;o:Mycoplasmatales;f:Mycoplasmataceae;g:Mycoplasma;s:Mycoplasmagallisepticum
Chlamydia_muridarum_Nigg_uid57785	1	2	904	539	k:Bacteria;p:Chlamydiae;c:Chlamydiia;o:Chlamydiales;f:Chlamydiaceae;g:Chlamydia;s:Chlamydiamuridarum
Ralstonia_pickettii_12D_uid58859	2	3	4591	2336	k:Bacteria;p:Proteobacteria;c:Betaproteobacteria;o:Burkholderiales;f:Burkholderiaceae;g:Ralstonia;s:Ralstoniapickettii
Buchnera_aphidicola_APS__Acyrthosiphon_pisum__uid57805	1	1	564	545	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:Buchnera;s:Buchneraaphidicola
Burkholderia_ambifaria_MC40_6_uid58701	3	6	6423	3033	k:Bacteria;p:Proteobacteria;c:Betaproteobacteria;o:Burkholderiales;f:Burkholderiaceae;g:Burkholderia;s:Burkholderiaambifaria
Phycisphaera_mikurensis_NBRC_102666_uid157331	1	1	3201	1195	k:Bacteria;p:Planctomycetes;c:Phycisphaerae;o:Phycisphaerales;f:Phycisphaeraceae;g:Phycisphaera;s:Phycisphaeramikurensis
Chlamydia_trachomatis_L1_440_LN_uid196783	1	2	892	525	k:Bacteria;p:Chlamydiae;c:Chlamydiia;o:Chlamydiales;f:Chlamydiaceae;g:Chlamydia;s:Chlamydiatrachomatis
Streptococcus_equi_4047_uid59259	1	6	2000	1084	k:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Streptococcaceae;g:Streptococcus;s:Streptococcusequi
Leuconostoc_mesenteroides_J18_uid84337	1	4	1803	1055	k:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Leuconostocaceae;g:Leuconostoc;s:Leuconostocmesenteroides
Methylobacterium_extorquens_AM1_uid57605	1	5	4947	2070	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rhizobiales;f:Methylobacteriaceae;g:Methylobacterium;s:Methylobacteriumextorquens
Chlorobium_tepidum_TLS_uid57897	1	2	2245	1129	k:Bacteria;p:Chlorobi;c:Chlorobia;o:Chlorobiales;f:Chlorobiaceae;g:Chlorobaculum;s:Chlorobaculumtepidum
Streptococcus_pneumoniae_670_6B_uid52533	1	4	2352	1169	k:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Streptococcaceae;g:Streptococcus;s:Streptococcuspneumoniae
Taylorella_equigenitalis_ATCC_35865_uid170255	1	3	1542	1025	k:Bacteria;p:Proteobacteria;c:Betaproteobacteria;o:Burkholderiales;f:Alcaligenaceae;g:Taylorella;s:Taylorellaequigenitalis
Delftia_Cs1_4_uid67319	1	5	5861	2775	k:Bacteria;p:Proteobacteria;c:Betaproteobacteria;o:Burkholderiales;f:Comamonadaceae;g:Delftia;s:undef
Haloarcula_hispanica_ATCC_33960_uid72475	2	3	3497	1288	k:Archaea;p:Euryarchaeota;c:Halobacteria;o:Halobacteriales;f:Halobacteriaceae;g:Haloarcula;s:Haloarculahispanica
Candidatus_Phytoplasma_australiense_uid61641	1	2	684	328	k:Bacteria;p:Tenericutes;c:Mollicutes;o:Acholeplasmatales;f:Acholeplasmataceae;g:Phytoplasma;s:Phytoplasmaaustraliense
Streptococcus_equi_zooepidemicus_uid59261	1	5	1869	1089	k:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Streptococcaceae;g:Streptococcus;s:Streptococcusequi
Caldicellulosiruptor_owensensis_OL_uid60165	1	3	2147	1144	k:Bacteria;p:Firmicutes;c:Clostridia;o:Thermoanaerobacterales;f:Thermoanaerobacterales;g:Caldicellulosiruptor;s:Caldicellulosiruptorowensensis
Clostridium_perfringens_SM101_uid58117	1	10	2546	1239	k:Bacteria;p:Firmicutes;c:Clostridia;o:Clostridiales;f:Clostridiaceae;g:Clostridium;s:Clostridiumperfringens
Blattabacterium__Mastotermes_darwiniensis__MADAR_uid77127	1	1	537	444	k:Bacteria;p:Bacteroidetes;c:Flavobacteriia;o:Flavobacteriales;f:Blattabacteriaceae;g:Blattabacterium;s:undef
Blattabacterium__Blaberus_giganteus__uid165873	1	1	572	474	k:Bacteria;p:Bacteroidetes;c:Flavobacteriia;o:Flavobacteriales;f:Blattabacteriaceae;g:Blattabacterium;s:undef
Burkholderia_rhizoxinica_HKI_454_uid60487	1	3	2883	1349	k:Bacteria;p:Proteobacteria;c:Betaproteobacteria;o:Burkholderiales;f:Burkholderiaceae;g:Burkholderia;s:Burkholderiarhizoxinica
Xylella_fastidiosa_9a5c_uid57849	1	2	2766	1267	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Xanthomonadales;f:Xanthomonadaceae;g:Xylella;s:Xylellafastidiosa
Bacillus_thuringiensis_serovar_kurstaki_HD73_uid189188	1	12	5892	2198	k:Bacteria;p:Firmicutes;c:Bacilli;o:Bacillales;f:Bacillaceae;g:Bacillus;s:Bacillusthuringiensis
Candidatus_Azobacteroides_pseudotrichonymphae_genomovar__CFP2_uid59163	1	2	758	587	k:Bacteria;p:Bacteroidetes;c:Bacteroidia;o:Bacteroidales;f:undef;g:Azobacteroides;s:Azobacteroidespseudotrichonymphae
Roseiflexus_castenholzii_DSM_13941_uid58287	1	2	4330	1730	k:Bacteria;p:Chloroflexi;c:Chloroflexia;o:Chloroflexales;f:Roseiflexaceae;g:Roseiflexus;s:Roseiflexuscastenholzii
Rhodopseudomonas_palustris_HaA2_uid58439	1	1	4683	2299	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rhizobiales;f:Bradyrhizobiaceae;g:Rhodopseudomonas;s:Rhodopseudomonaspalustris
Lactobacillus_rhamnosus_GG_uid59313	1	5	2913	1385	k:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Lactobacillaceae;g:Lactobacillus;s:Lactobacillusrhamnosus
Methylobacterium_chloromethanicum_CM4_uid58933	1	5	5173	2070	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rhizobiales;f:Methylobacteriaceae;g:Methylobacterium;s:Methylobacteriumextorquens
Pseudomonas_aeruginosa_DK2_uid168996	1	4	5883	2970	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Pseudomonadales;f:Pseudomonadaceae;g:Pseudomonas;s:Pseudomonasaeruginosa
Rhodococcus_equi_103S_uid60171	1	4	4512	1818	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Corynebacteriales;f:Nocardiaceae;g:Rhodococcus;s:Rhodococcusequi
Streptococcus_suis_D12_uid162127	1	4	2078	1074	k:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Streptococcaceae;g:Streptococcus;s:Streptococcussuis
Cardinium_endosymbiont_cEper1_of_Encarsia_pergandiella_uid175524	1	1	838	409	k:Bacteria;p:Bacteroidetes;c:Cytophagia;o:Cytophagales;f:Amoebophilaceae;g:Cardinium;s:Cardiniumendosymbiont
Streptococcus_dysgalactiae_equisimilis_AC_2713_uid178644	1	5	2214	1117	k:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Streptococcaceae;g:Streptococcus;s:Streptococcusdysgalactiae
Salmonella_enterica_serovar_Typhimurium_14028S_uid86059	1	7	5315	2842	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:Salmonella;s:Salmonellaenterica
Burkholderia_gladioli_BSR3_uid66301	2	5	6705	3041	k:Bacteria;p:Proteobacteria;c:Betaproteobacteria;o:Burkholderiales;f:Burkholderiaceae;g:Burkholderia;s:Burkholderiagladioli
Burkholderia_cepacia_GG4_uid173858	2	2	5825	2667	k:Bacteria;p:Proteobacteria;c:Betaproteobacteria;o:Burkholderiales;f:Burkholderiaceae;g:Burkholderia;s:Burkholderiacepacia
Pectobacterium_carotovorum_PCC21_uid174335	1	7	4259	2602	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:Pectobacterium;s:Pectobacteriumcarotovorum
Brucella_canis_HSK_A52141_uid83613	2	3	3280	1724	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rhizobiales;f:Brucellaceae;g:Brucella;s:Brucellacanis
Desulfurococcus_fermentans_DSM_16532_uid75119	1	1	1421	726	k:Archaea;p:Crenarchaeota;c:Thermoprotei;o:Desulfurococcales;f:Desulfurococcaceae;g:Desulfurococcus;s:Desulfurococcusfermentans
Natronomonas_moolapensis_8_8_11_uid190182	1	1	2749	1097	k:Archaea;p:Euryarchaeota;c:Halobacteria;o:Halobacteriales;f:Halobacteriaceae;g:Natronomonas;s:Natronomonasmoolapensis
Dehalogenimonas_lykanthroporepellens_BL_DC_9_uid48131	1	1	1659	846	k:Bacteria;p:Chloroflexi;c:Dehalococcoidia;o:undef;f:undef;g:Dehalogenimonas;s:Dehalogenimonaslykanthroporepellens
Helicobacter_pylori_SNT49_uid159615	1	2	1515	905	k:Bacteria;p:Proteobacteria;c:Epsilonproteobacteria;o:Campylobacterales;f:Helicobacteraceae;g:Helicobacter;s:Helicobacterpylori
Rhodopseudomonas_palustris_DX_1_uid43327	1	2	4917	2247	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rhizobiales;f:Bradyrhizobiaceae;g:Rhodopseudomonas;s:Rhodopseudomonaspalustris
Coxiella_burnetii_CbuG_Q212_uid58893	1	1	1864	955	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Legionellales;f:Coxiellaceae;g:Coxiella;s:Coxiellaburnetii
Methylocystis_SC2_uid174072	1	1	3666	1547	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rhizobiales;f:Methylocystaceae;g:Methylocystis;s:undef
Lactococcus_lactis_KF147_uid42831	1	6	2444	1266	k:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Streptococcaceae;g:Lactococcus;s:Lactococcuslactis
Pyrobaculum_aerophilum_IM2_uid57727	1	2	2602	1017	k:Archaea;p:Crenarchaeota;c:Thermoprotei;o:Thermoproteales;f:Thermoproteaceae;g:Pyrobaculum;s:Pyrobaculumaerophilum
Neisseria_meningitidis_053442_uid58587	1	4	2020	1178	k:Bacteria;p:Proteobacteria;c:Betaproteobacteria;o:Neisseriales;f:Neisseriaceae;g:Neisseria;s:Neisseriameningitidis
Sulfolobus_acidocaldarius_DSM_639_uid58379	1	1	2224	1003	k:Archaea;p:Crenarchaeota;c:Thermoprotei;o:Sulfolobales;f:Sulfolobaceae;g:Sulfolobus;s:Sulfolobusacidocaldarius
Sebaldella_termitidis_ATCC_33386_uid41865	1	4	4083	1564	k:Bacteria;p:Fusobacteria;c:Fusobacteriia;o:Fusobacteriales;f:Leptotrichiaceae;g:Sebaldella;s:Sebaldellatermitidis
Bacteroides_salanitronis_DSM_18170_uid63269	1	6	3553	1106	k:Bacteria;p:Bacteroidetes;c:Bacteroidia;o:Bacteroidales;f:Bacteroidaceae;g:Bacteroides;s:Bacteroidessalanitronis
Bifidobacterium_thermophilum_RBL67_uid193770	1	4	1845	878	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Bifidobacteriales;f:Bifidobacteriaceae;g:Bifidobacterium;s:Bifidobacteriumthermophilum
Corynebacterium_ulcerans_BR_AD22_uid68291	1	4	2334	1168	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Corynebacteriales;f:Corynebacteriaceae;g:Corynebacterium;s:Corynebacteriumulcerans
Bartonella_henselae_Houston_1_uid57745	1	2	1488	895	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rhizobiales;f:Bartonellaceae;g:Bartonella;s:Bartonellahenselae
Lactococcus_lactis_IO_1_uid192185	1	6	2224	1158	k:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Streptococcaceae;g:Lactococcus;s:Lactococcuslactis
Pasteurella_multocida_3480_uid161955	1	6	2223	1544	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Pasteurellales;f:Pasteurellaceae;g:Pasteurella;s:Pasteurellamultocida
Haliscomenobacter_hydrossis_DSM_1100_uid66777	1	2	6451	1745	k:Bacteria;p:Bacteroidetes;c:Sphingobacteriia;o:Sphingobacteriales;f:Saprospiraceae;g:Haliscomenobacter;s:Haliscomenobacterhydrossis
Clostridium_botulinum_E3_Alaska_E43_uid59157	1	11	3257	1522	k:Bacteria;p:Firmicutes;c:Clostridia;o:Clostridiales;f:Clostridiaceae;g:Clostridium;s:Clostridiumbotulinum
Clostridium_perfringens_ATCC_13124_uid57901	1	8	2876	1369	k:Bacteria;p:Firmicutes;c:Clostridia;o:Clostridiales;f:Clostridiaceae;g:Clostridium;s:Clostridiumperfringens
Vibrio_furnissii_NCTC_11218_uid82347	2	7	4455	2567	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Vibrionales;f:Vibrionaceae;g:Vibrio;s:Vibriofurnissii
Bacillus_thuringiensis_Al_Hakam_uid58795	1	14	4736	2499	k:Bacteria;p:Firmicutes;c:Bacilli;o:Bacillales;f:Bacillaceae;g:Bacillus;s:Bacillusthuringiensis
Pseudomonas_mendocina_NK_01_uid66299	1	4	4958	2584	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Pseudomonadales;f:Pseudomonadaceae;g:Pseudomonas;s:Pseudomonasmendocina
Mycoplasma_gallisepticum_NY01_2001_047_5_1P_uid172627	1	2	760	384	k:Bacteria;p:Tenericutes;c:Mollicutes;o:Mycoplasmatales;f:Mycoplasmataceae;g:Mycoplasma;s:Mycoplasmagallisepticum
Mycobacterium_tuberculosis_Beijing_NITR203_uid197218	1	1	4110	1517	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Corynebacteriales;f:Mycobacteriaceae;g:Mycobacterium;s:Mycobacteriumtuberculosis
Yersinia_enterocolitica_8081_uid57741	1	7	3978	2615	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:Yersinia;s:Yersiniaenterocolitica
Thermococcus_barophilus_MP_uid54733	1	1	2207	1056	k:Archaea;p:Euryarchaeota;c:Thermococci;o:Thermococcales;f:Thermococcaceae;g:Thermococcus;s:Thermococcusbarophilus
Synechococcus_WH_8102_uid61581	1	2	2519	1212	k:Bacteria;p:Cyanobacteria;c:undef;o:Chroococcales;f:undef;g:Synechococcus;s:undef
Roseiflexus_RS_1_uid58523	1	2	4517	1692	k:Bacteria;p:Chloroflexi;c:Chloroflexia;o:Chloroflexales;f:Roseiflexaceae;g:Roseiflexus;s:undef
Rickettsia_prowazekii_Dachau_uid158057	1	1	839	598	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rickettsiales;f:Rickettsiaceae;g:Rickettsia;s:Rickettsiaprowazekii
Thermotoga_thermarum_DSM_5069_uid68449	1	1	1945	1115	k:Bacteria;p:Thermotogae;c:Thermotogae;o:Thermotogales;f:Thermotogaceae;g:Pseudothermotoga;s:Pseudothermotogathermarum
Herbaspirillum_seropedicae_SmR1_uid50427	1	3	4735	2497	k:Bacteria;p:Proteobacteria;c:Betaproteobacteria;o:Burkholderiales;f:Oxalobacteraceae;g:Herbaspirillum;s:Herbaspirillumseropedicae
Mycoplasma_genitalium_G37_uid57707	1	1	475	340	k:Bacteria;p:Tenericutes;c:Mollicutes;o:Mycoplasmatales;f:Mycoplasmataceae;g:Mycoplasma;s:Mycoplasmagenitalium
Acidovorax_avenae_ATCC_19860_uid42497	1	3	4737	2390	k:Bacteria;p:Proteobacteria;c:Betaproteobacteria;o:Burkholderiales;f:Comamonadaceae;g:Acidovorax;s:Acidovoraxavenae
Prochlorococcus_marinus_MIT_9313_uid57773	1	2	2269	1126	k:Bacteria;p:Cyanobacteria;c:undef;o:Prochlorales;f:Prochlorococcaceae;g:Prochlorococcus;s:Prochlorococcusmarinus
